"monk","session","piccat","dv","Nimg","Ntot","sessdate"
1,37,1,-20,5,41,2008-05-31
1,37,2,-20,8,40,2008-05-31
1,37,3,-20,12,41,2008-05-31
1,37,4,-20,9,40,2008-05-31
1,37,1,0,14,40,2008-05-31
1,37,2,0,21,41,2008-05-31
1,37,3,0,18,41,2008-05-31
1,37,4,0,21,41,2008-05-31
1,37,1,20,33,40,2008-05-31
1,37,2,20,22,40,2008-05-31
1,37,3,20,36,40,2008-05-31
1,37,4,20,24,41,2008-05-31
1,37,1,40,39,40,2008-05-31
1,37,2,40,34,41,2008-05-31
1,37,3,40,38,40,2008-05-31
1,37,4,40,29,40,2008-05-31
1,38,1,-40,3,40,2008-06-01
1,38,2,-40,4,40,2008-06-01
1,38,3,-40,5,41,2008-06-01
1,38,4,-40,17,41,2008-06-01
1,38,1,-20,13,40,2008-06-01
1,38,2,-20,10,41,2008-06-01
1,38,3,-20,12,40,2008-06-01
1,38,4,-20,11,40,2008-06-01
1,38,1,0,18,40,2008-06-01
1,38,2,0,25,41,2008-06-01
1,38,3,0,18,40,2008-06-01
1,38,4,0,15,41,2008-06-01
1,38,1,20,33,41,2008-06-01
1,38,2,20,29,40,2008-06-01
1,38,3,20,32,40,2008-06-01
1,38,4,20,31,40,2008-06-01
1,38,1,40,36,41,2008-06-01
1,38,2,40,35,40,2008-06-01
1,38,3,40,37,41,2008-06-01
1,38,4,40,37,40,2008-06-01
1,39,1,-40,5,40,2008-06-04
1,39,2,-40,2,40,2008-06-04
1,39,3,-40,1,41,2008-06-04
1,39,4,-40,4,40,2008-06-04
1,39,1,-20,11,41,2008-06-04
1,39,2,-20,11,41,2008-06-04
1,39,3,-20,9,41,2008-06-04
1,39,4,-20,7,40,2008-06-04
1,39,1,0,16,40,2008-06-04
1,39,2,0,17,41,2008-06-04
1,39,3,0,25,40,2008-06-04
1,39,4,0,19,40,2008-06-04
1,39,1,20,29,40,2008-06-04
1,39,2,20,29,40,2008-06-04
1,39,3,20,28,40,2008-06-04
1,39,4,20,34,41,2008-06-04
1,39,1,40,40,41,2008-06-04
1,39,2,40,37,40,2008-06-04
1,39,3,40,37,40,2008-06-04
1,39,4,40,34,41,2008-06-04
1,40,1,-40,1,40,2008-06-05
1,40,2,-40,2,41,2008-06-05
1,40,3,-40,1,40,2008-06-05
1,40,4,-40,3,40,2008-06-05
1,40,1,-20,15,41,2008-06-05
1,40,2,-20,4,40,2008-06-05
1,40,3,-20,4,40,2008-06-05
1,40,4,-20,10,41,2008-06-05
1,40,1,0,17,41,2008-06-05
1,40,2,0,20,40,2008-06-05
1,40,3,0,19,41,2008-06-05
1,40,4,0,14,40,2008-06-05
1,40,1,20,30,40,2008-06-05
1,40,2,20,25,40,2008-06-05
1,40,3,20,32,41,2008-06-05
1,40,4,20,30,41,2008-06-05
1,40,1,40,33,40,2008-06-05
1,40,2,40,33,41,2008-06-05
1,40,3,40,37,40,2008-06-05
1,40,4,40,38,40,2008-06-05
1,41,1,-40,12,40,2008-06-06
1,41,2,-40,14,41,2008-06-06
1,41,3,-40,2,40,2008-06-06
1,41,4,-40,1,41,2008-06-06
1,41,1,-20,3,40,2008-06-06
1,41,2,-20,8,40,2008-06-06
1,41,3,-20,17,40,2008-06-06
1,41,4,-20,12,41,2008-06-06
1,41,1,0,17,40,2008-06-06
1,41,2,0,13,40,2008-06-06
1,41,3,0,13,41,2008-06-06
1,41,4,0,23,40,2008-06-06
1,41,1,20,26,42,2008-06-06
1,41,2,20,31,40,2008-06-06
1,41,3,20,27,40,2008-06-06
1,41,4,20,33,40,2008-06-06
1,41,1,40,32,40,2008-06-06
1,41,2,40,30,41,2008-06-06
1,41,3,40,26,41,2008-06-06
1,41,4,40,40,40,2008-06-06
1,42,1,-40,3,40,2008-06-09
1,42,2,-40,5,40,2008-06-09
1,42,3,-40,9,40,2008-06-09
1,42,4,-40,4,41,2008-06-09
1,42,1,-20,8,41,2008-06-09
1,42,2,-20,6,40,2008-06-09
1,42,3,-20,8,40,2008-06-09
1,42,4,-20,9,40,2008-06-09
1,42,1,0,19,41,2008-06-09
1,42,2,0,26,40,2008-06-09
1,42,3,0,24,40,2008-06-09
1,42,4,0,13,40,2008-06-09
1,42,1,20,29,40,2008-06-09
1,42,2,20,35,42,2008-06-09
1,42,3,20,33,41,2008-06-09
1,42,4,20,30,41,2008-06-09
1,42,1,40,36,40,2008-06-09
1,42,2,40,37,40,2008-06-09
1,42,3,40,37,41,2008-06-09
1,42,4,40,33,40,2008-06-09
1,43,1,-40,1,40,2008-06-11
1,43,2,-40,3,41,2008-06-11
1,43,3,-40,3,40,2008-06-11
1,43,4,-40,1,40,2008-06-11
1,43,1,-20,7,42,2008-06-11
1,43,2,-20,10,40,2008-06-11
1,43,3,-20,3,42,2008-06-11
1,43,4,-20,7,40,2008-06-11
1,43,1,0,20,40,2008-06-11
1,43,2,0,26,41,2008-06-11
1,43,3,0,22,40,2008-06-11
1,43,4,0,17,40,2008-06-11
1,43,1,20,25,40,2008-06-11
1,43,2,20,37,40,2008-06-11
1,43,3,20,36,40,2008-06-11
1,43,4,20,28,41,2008-06-11
1,43,1,40,35,40,2008-06-11
1,43,2,40,37,40,2008-06-11
1,43,3,40,40,40,2008-06-11
1,43,4,40,38,41,2008-06-11
1,44,1,-40,1,40,2008-06-12
1,44,2,-40,2,40,2008-06-12
1,44,3,-40,2,40,2008-06-12
1,44,4,-40,3,40,2008-06-12
1,44,1,-20,2,41,2008-06-12
1,44,2,-20,4,41,2008-06-12
1,44,3,-20,6,42,2008-06-12
1,44,4,-20,7,40,2008-06-12
1,44,1,0,15,40,2008-06-12
1,44,2,0,20,40,2008-06-12
1,44,3,0,25,40,2008-06-12
1,44,4,0,13,40,2008-06-12
1,44,1,20,35,40,2008-06-12
1,44,2,20,31,41,2008-06-12
1,44,3,20,37,40,2008-06-12
1,44,4,20,31,41,2008-06-12
1,44,1,40,36,41,2008-06-12
1,44,2,40,37,40,2008-06-12
1,44,3,40,35,40,2008-06-12
1,44,4,40,38,41,2008-06-12
1,45,1,-20,0,12,2007-09-20
1,45,2,-20,48,48,2007-09-20
1,45,3,-20,12,25,2007-09-20
1,45,4,-20,11,12,2007-09-20
1,45,1,-10,0,0,2007-09-20
1,45,2,-10,12,12,2007-09-20
1,45,3,-10,0,12,2007-09-20
1,45,4,-10,0,0,2007-09-20
1,45,1,0,5,12,2007-09-20
1,45,2,0,46,58,2007-09-20
1,45,3,0,24,48,2007-09-20
1,45,4,0,11,27,2007-09-20
1,45,1,10,26,36,2007-09-20
1,45,2,10,0,0,2007-09-20
1,45,3,10,11,12,2007-09-20
1,45,4,10,0,0,2007-09-20
1,45,1,20,10,36,2007-09-20
1,45,2,20,12,36,2007-09-20
1,45,3,20,12,36,2007-09-20
1,45,4,20,28,60,2007-09-20
1,46,1,-20,9,12,2007-09-22
1,46,2,-20,0,1,2007-09-22
1,46,3,-20,15,48,2007-09-22
1,46,4,-20,14,24,2007-09-22
1,46,1,-10,9,24,2007-09-22
1,46,2,-10,1,24,2007-09-22
1,46,3,-10,2,12,2007-09-22
1,46,4,-10,0,12,2007-09-22
1,46,1,0,25,60,2007-09-22
1,46,2,0,12,12,2007-09-22
1,46,3,0,10,24,2007-09-22
1,46,4,0,5,24,2007-09-22
1,46,1,10,12,24,2007-09-22
1,46,2,10,24,36,2007-09-22
1,46,3,10,11,12,2007-09-22
1,46,4,10,39,60,2007-09-22
1,46,1,20,0,0,2007-09-22
1,46,2,20,24,49,2007-09-22
1,46,3,20,11,24,2007-09-22
1,46,4,20,0,0,2007-09-22
1,47,1,-20,0,0,2007-09-23
1,47,2,-20,16,24,2007-09-23
1,47,3,-20,33,37,2007-09-23
1,47,4,-20,11,24,2007-09-23
1,47,1,-10,20,36,2007-09-23
1,47,2,-10,6,12,2007-09-23
1,47,3,-10,19,24,2007-09-23
1,47,4,-10,32,48,2007-09-23
1,47,1,0,22,24,2007-09-23
1,47,2,0,11,12,2007-09-23
1,47,3,0,7,12,2007-09-23
1,47,4,0,16,24,2007-09-23
1,47,1,10,21,24,2007-09-23
1,47,2,10,29,36,2007-09-23
1,47,3,10,23,24,2007-09-23
1,47,4,10,0,0,2007-09-23
1,47,1,20,30,36,2007-09-23
1,47,2,20,25,36,2007-09-23
1,47,3,20,21,24,2007-09-23
1,47,4,20,23,24,2007-09-23
1,48,1,-20,33,36,2007-09-26
1,48,2,-20,18,24,2007-09-26
1,48,3,-20,11,12,2007-09-26
1,48,4,-20,20,24,2007-09-26
1,48,1,-10,8,12,2007-09-26
1,48,2,-10,10,12,2007-09-26
1,48,3,-10,12,12,2007-09-26
1,48,4,-10,0,0,2007-09-26
1,48,1,0,53,60,2007-09-26
1,48,2,0,22,36,2007-09-26
1,48,3,0,24,24,2007-09-26
1,48,4,0,31,36,2007-09-26
1,48,1,10,0,0,2007-09-26
1,48,2,10,30,36,2007-09-26
1,48,3,10,35,36,2007-09-26
1,48,4,10,44,48,2007-09-26
1,48,1,20,12,13,2007-09-26
1,48,2,20,12,12,2007-09-26
1,48,3,20,36,36,2007-09-26
1,48,4,20,12,12,2007-09-26
2,49,1,-40,0,20,2009-03-06
2,49,2,-40,9,20,2009-03-06
2,49,3,-40,3,20,2009-03-06
2,49,4,-40,1,20,2009-03-06
2,49,1,-20,7,20,2009-03-06
2,49,2,-20,6,20,2009-03-06
2,49,3,-20,3,20,2009-03-06
2,49,4,-20,3,20,2009-03-06
2,49,1,0,9,20,2009-03-06
2,49,2,0,19,20,2009-03-06
2,49,3,0,12,20,2009-03-06
2,49,4,0,17,21,2009-03-06
2,49,1,20,18,20,2009-03-06
2,49,2,20,20,21,2009-03-06
2,49,3,20,19,20,2009-03-06
2,49,4,20,15,20,2009-03-06
2,49,1,40,18,20,2009-03-06
2,49,2,40,18,20,2009-03-06
2,49,3,40,17,20,2009-03-06
2,49,4,40,20,20,2009-03-06
2,50,1,-40,0,20,2009-03-13
2,50,2,-40,0,20,2009-03-13
2,50,3,-40,0,21,2009-03-13
2,50,4,-40,2,20,2009-03-13
2,50,1,0,7,20,2009-03-13
2,50,2,0,11,20,2009-03-13
2,50,3,0,14,20,2009-03-13
2,50,4,0,12,20,2009-03-13
2,50,1,40,17,20,2009-03-13
2,50,2,40,20,20,2009-03-13
2,50,3,40,19,20,2009-03-13
2,50,4,40,19,20,2009-03-13
2,51,1,-40,0,20,2009-03-13
2,51,2,-40,0,20,2009-03-13
2,51,3,-40,2,20,2009-03-13
2,51,4,-40,0,21,2009-03-13
2,51,1,0,8,20,2009-03-13
2,51,2,0,6,20,2009-03-13
2,51,3,0,2,20,2009-03-13
2,51,4,0,8,20,2009-03-13
2,51,1,40,18,20,2009-03-13
2,51,2,40,20,20,2009-03-13
2,51,3,40,18,20,2009-03-13
2,51,4,40,20,20,2009-03-13
2,52,1,-40,0,20,2009-03-19
2,52,2,-40,0,20,2009-03-19
2,52,3,-40,0,20,2009-03-19
2,52,4,-40,0,21,2009-03-19
2,52,1,-20,2,20,2009-03-19
2,52,2,-20,3,20,2009-03-19
2,52,3,-20,1,20,2009-03-19
2,52,4,-20,0,20,2009-03-19
2,52,1,0,4,20,2009-03-19
2,52,2,0,12,20,2009-03-19
2,52,3,0,6,20,2009-03-19
2,52,4,0,9,20,2009-03-19
2,52,1,20,16,20,2009-03-19
2,52,2,20,17,20,2009-03-19
2,52,3,20,19,20,2009-03-19
2,52,4,20,16,20,2009-03-19
2,52,1,40,20,20,2009-03-19
2,52,2,40,16,20,2009-03-19
2,52,3,40,18,20,2009-03-19
2,52,4,40,19,20,2009-03-19
2,53,1,-40,0,20,2009-03-20
2,53,2,-40,0,20,2009-03-20
2,53,3,-40,0,20,2009-03-20
2,53,4,-40,1,20,2009-03-20
2,53,1,0,17,20,2009-03-20
2,53,2,0,12,20,2009-03-20
2,53,3,0,16,21,2009-03-20
2,53,4,0,14,20,2009-03-20
2,53,1,40,20,20,2009-03-20
2,53,2,40,18,20,2009-03-20
2,53,3,40,19,20,2009-03-20
2,53,4,40,17,20,2009-03-20
2,54,1,-40,0,20,2009-05-05
2,54,2,-40,0,21,2009-05-05
2,54,3,-40,0,20,2009-05-05
2,54,4,-40,1,20,2009-05-05
2,54,1,0,9,20,2009-05-05
2,54,2,0,6,20,2009-05-05
2,54,3,0,13,20,2009-05-05
2,54,4,0,11,20,2009-05-05
2,54,1,40,20,20,2009-05-05
2,54,2,40,19,20,2009-05-05
2,54,3,40,17,20,2009-05-05
2,54,4,40,20,20,2009-05-05
2,55,1,-40,0,20,2009-05-06
2,55,2,-40,0,20,2009-05-06
2,55,3,-40,0,20,2009-05-06
2,55,4,-40,1,21,2009-05-06
2,55,1,0,4,20,2009-05-06
2,55,2,0,9,20,2009-05-06
2,55,3,0,9,20,2009-05-06
2,55,4,0,0,20,2009-05-06
2,55,1,40,19,20,2009-05-06
2,55,2,40,19,20,2009-05-06
2,55,3,40,18,20,2009-05-06
2,55,4,40,18,20,2009-05-06
2,56,1,-40,1,20,2009-05-08
2,56,2,-40,1,20,2009-05-08
2,56,3,-40,0,20,2009-05-08
2,56,4,-40,0,20,2009-05-08
2,56,1,0,16,20,2009-05-08
2,56,2,0,12,20,2009-05-08
2,56,3,0,8,20,2009-05-08
2,56,4,0,16,21,2009-05-08
2,56,1,40,20,20,2009-05-08
2,56,2,40,19,20,2009-05-08
2,56,3,40,19,20,2009-05-08
2,56,4,40,19,20,2009-05-08
2,57,1,-40,0,20,2009-05-05
2,57,2,-40,2,20,2009-05-05
2,57,3,-40,2,20,2009-05-05
2,57,4,-40,0,20,2009-05-05
2,57,1,0,5,20,2009-05-05
2,57,2,0,12,20,2009-05-05
2,57,3,0,6,20,2009-05-05
2,57,4,0,9,20,2009-05-05
2,57,1,40,17,20,2009-05-05
2,57,2,40,18,21,2009-05-05
2,57,3,40,17,20,2009-05-05
2,57,4,40,19,20,2009-05-05
2,58,1,-40,2,20,2009-05-06
2,58,2,-40,1,20,2009-05-06
2,58,3,-40,0,20,2009-05-06
2,58,4,-40,0,20,2009-05-06
2,58,1,0,18,20,2009-05-06
2,58,2,0,4,20,2009-05-06
2,58,3,0,17,20,2009-05-06
2,58,4,0,15,20,2009-05-06
2,58,1,40,19,20,2009-05-06
2,58,2,40,19,21,2009-05-06
2,58,3,40,20,20,2009-05-06
2,58,4,40,19,20,2009-05-06
2,59,1,-40,13,40,2008-07-18
2,59,2,-40,6,40,2008-07-18
2,59,3,-40,5,66,2008-07-18
2,59,4,-40,2,41,2008-07-18
2,59,1,-20,9,41,2008-07-18
2,59,2,-20,1,40,2008-07-18
2,59,3,-20,21,60,2008-07-18
2,59,4,-20,10,41,2008-07-18
2,59,1,0,25,40,2008-07-18
2,59,2,0,26,41,2008-07-18
2,59,3,0,13,40,2008-07-18
2,59,4,0,14,40,2008-07-18
2,59,1,20,24,41,2008-07-18
2,59,2,20,26,41,2008-07-18
2,59,3,20,27,41,2008-07-18
2,59,4,20,37,40,2008-07-18
2,59,1,40,36,40,2008-07-18
2,59,2,40,26,40,2008-07-18
2,59,3,40,45,54,2008-07-18
2,59,4,40,30,40,2008-07-18
2,60,1,-40,0,20,2008-07-21
2,60,2,-40,1,20,2008-07-21
2,60,3,-40,4,40,2008-07-21
2,60,4,-40,2,20,2008-07-21
2,60,1,-20,21,41,2008-07-21
2,60,2,-20,2,20,2008-07-21
2,60,3,-20,18,40,2008-07-21
2,60,4,-20,3,20,2008-07-21
2,60,1,0,15,40,2008-07-21
2,60,2,0,20,20,2008-07-21
2,60,3,0,17,41,2008-07-21
2,60,4,0,6,20,2008-07-21
2,60,1,20,35,40,2008-07-21
2,60,2,20,11,20,2008-07-21
2,60,3,20,33,41,2008-07-21
2,60,4,20,17,20,2008-07-21
2,60,1,40,18,31,2008-07-21
2,60,2,40,16,21,2008-07-21
2,60,3,40,35,40,2008-07-21
2,60,4,40,17,22,2008-07-21
3,61,2,-30,0,21,2007-05-09
3,61,3,-30,0,0,2007-05-09
3,61,2,0,2,16,2007-05-09
3,61,3,0,0,0,2007-05-09
3,61,2,30,2,22,2007-05-09
3,61,3,30,1,6,2007-05-09
3,62,1,-40,2,25,2007-05-10
3,62,2,-40,0,13,2007-05-10
3,62,3,-40,0,0,2007-05-10
3,62,4,-40,0,21,2007-05-10
3,62,1,0,1,11,2007-05-10
3,62,2,0,1,26,2007-05-10
3,62,3,0,0,0,2007-05-10
3,62,4,0,2,8,2007-05-10
3,62,1,40,2,13,2007-05-10
3,62,2,40,0,5,2007-05-10
3,62,3,40,0,10,2007-05-10
3,62,4,40,0,12,2007-05-10
3,63,1,-40,2,4,2007-05-15
3,63,2,-40,1,38,2007-05-15
3,63,3,-40,0,26,2007-05-15
3,63,4,-40,0,14,2007-05-15
3,63,1,0,1,9,2007-05-15
3,63,2,0,1,41,2007-05-15
3,63,3,0,0,23,2007-05-15
3,63,4,0,0,17,2007-05-15
3,63,1,40,4,17,2007-05-15
3,63,2,40,7,47,2007-05-15
3,63,3,40,6,23,2007-05-15
3,63,4,40,1,19,2007-05-15
3,64,3,-125,0,0,2007-05-16
3,64,4,-125,0,10,2007-05-16
3,64,3,-40,0,0,2007-05-16
3,64,4,-40,0,15,2007-05-16
3,64,3,0,0,5,2007-05-16
3,64,4,0,0,6,2007-05-16
3,64,3,40,0,0,2007-05-16
3,64,4,40,0,13,2007-05-16
3,65,1,-40,0,22,2007-05-22
3,65,2,-40,0,31,2007-05-22
3,65,3,-40,0,19,2007-05-22
3,65,4,-40,0,9,2007-05-22
3,65,1,0,0,28,2007-05-22
3,65,2,0,0,38,2007-05-22
3,65,3,0,0,21,2007-05-22
3,65,4,0,0,19,2007-05-22
3,65,1,40,0,31,2007-05-22
3,65,2,40,0,28,2007-05-22
3,65,3,40,0,18,2007-05-22
3,65,4,40,0,12,2007-05-22
3,66,1,-50,0,0,2007-05-23
3,66,2,-50,0,0,2007-05-23
3,66,3,-50,0,0,2007-05-23
3,66,4,-50,3,15,2007-05-23
3,66,1,-40,0,0,2007-05-23
3,66,2,-40,1,16,2007-05-23
3,66,3,-40,0,22,2007-05-23
3,66,4,-40,0,0,2007-05-23
3,66,1,0,0,1,2007-05-23
3,66,2,0,10,32,2007-05-23
3,66,3,0,0,14,2007-05-23
3,66,4,0,0,20,2007-05-23
3,66,1,40,0,0,2007-05-23
3,66,2,40,3,24,2007-05-23
3,66,3,40,0,20,2007-05-23
3,66,4,40,0,0,2007-05-23
3,66,1,50,0,0,2007-05-23
3,66,2,50,0,0,2007-05-23
3,66,3,50,0,0,2007-05-23
3,66,4,50,16,28,2007-05-23
3,66,1,80,0,0,2007-05-23
3,66,2,80,10,22,2007-05-23
3,66,3,80,0,0,2007-05-23
3,66,4,80,0,0,2007-05-23
3,67,1,-50,0,20,2007-05-29
3,67,2,-50,0,25,2007-05-29
3,67,3,-50,5,23,2007-05-29
3,67,1,0,2,17,2007-05-29
3,67,2,0,2,17,2007-05-29
3,67,3,0,2,16,2007-05-29
3,67,1,50,9,18,2007-05-29
3,67,2,50,0,1,2007-05-29
3,67,3,50,3,14,2007-05-29
3,68,1,-50,0,0,2007-05-30
3,68,2,-50,3,21,2007-05-30
3,68,3,-50,4,14,2007-05-30
3,68,4,-50,0,25,2007-05-30
3,68,1,0,10,13,2007-05-30
3,68,2,0,0,19,2007-05-30
3,68,3,0,2,18,2007-05-30
3,68,4,0,0,21,2007-05-30
3,68,1,50,4,19,2007-05-30
3,68,2,50,12,25,2007-05-30
3,68,3,50,5,9,2007-05-30
3,68,4,50,7,23,2007-05-30
3,69,2,-40,8,17,2007-07-11
3,69,3,-40,5,10,2007-07-11
3,69,4,-40,2,12,2007-07-11
3,69,2,0,21,26,2007-07-11
3,69,3,0,10,18,2007-07-11
3,69,4,0,13,22,2007-07-11
3,69,2,40,7,14,2007-07-11
3,69,3,40,9,13,2007-07-11
3,69,4,40,6,9,2007-07-11
3,70,1,-40,11,25,2007-07-12
3,70,2,-40,5,26,2007-07-12
3,70,3,-40,4,20,2007-07-12
3,70,4,-40,2,22,2007-07-12
3,70,1,-30,0,0,2007-07-12
3,70,2,-30,0,0,2007-07-12
3,70,3,-30,0,0,2007-07-12
3,70,4,-30,11,34,2007-07-12
3,70,1,0,5,13,2007-07-12
3,70,2,0,29,44,2007-07-12
3,70,3,0,5,21,2007-07-12
3,70,4,0,18,57,2007-07-12
3,70,1,40,17,27,2007-07-12
3,70,2,40,30,44,2007-07-12
3,70,3,40,10,15,2007-07-12
3,70,4,40,40,43,2007-07-12
3,71,1,-40,6,6,2007-07-13
3,71,2,-40,9,57,2007-07-13
3,71,3,-40,7,49,2007-07-13
3,71,4,-40,8,54,2007-07-13
3,71,1,0,13,17,2007-07-13
3,71,2,0,31,59,2007-07-13
3,71,3,0,32,41,2007-07-13
3,71,4,0,22,35,2007-07-13
3,71,1,40,8,8,2007-07-13
3,71,2,40,32,51,2007-07-13
3,71,3,40,36,39,2007-07-13
3,71,4,40,36,43,2007-07-13
3,72,1,-40,0,0,2007-07-19
3,72,2,-40,0,19,2007-07-19
3,72,3,-40,4,26,2007-07-19
3,72,4,-40,4,23,2007-07-19
3,72,1,0,1,3,2007-07-19
3,72,2,0,0,24,2007-07-19
3,72,3,0,0,19,2007-07-19
3,72,4,0,5,19,2007-07-19
3,72,1,40,0,0,2007-07-19
3,72,2,40,15,30,2007-07-19
3,72,3,40,17,20,2007-07-19
3,72,4,40,20,23,2007-07-19
3,73,2,-40,1,24,2007-07-20
3,73,3,-40,3,27,2007-07-20
3,73,4,-40,9,20,2007-07-20
3,73,2,0,17,29,2007-07-20
3,73,3,0,10,15,2007-07-20
3,73,4,0,11,19,2007-07-20
3,73,2,40,8,19,2007-07-20
3,73,3,40,12,22,2007-07-20
3,73,4,40,19,22,2007-07-20
3,74,1,-40,0,22,2007-07-24
3,74,2,-40,0,23,2007-07-24
3,74,3,-40,5,24,2007-07-24
3,74,4,-40,6,24,2007-07-24
3,74,1,0,2,10,2007-07-24
3,74,2,0,5,15,2007-07-24
3,74,3,0,10,22,2007-07-24
3,74,4,0,0,22,2007-07-24
3,74,1,40,10,19,2007-07-24
3,74,2,40,15,19,2007-07-24
3,74,3,40,15,24,2007-07-24
3,74,4,40,13,22,2007-07-24
3,75,1,-40,3,18,2007-07-27
3,75,2,-40,4,31,2007-07-27
3,75,3,-40,3,30,2007-07-27
3,75,4,-40,2,23,2007-07-27
3,75,1,0,0,8,2007-07-27
3,75,2,0,6,26,2007-07-27
3,75,3,0,13,27,2007-07-27
3,75,4,0,7,32,2007-07-27
3,75,1,40,16,25,2007-07-27
3,75,2,40,17,19,2007-07-27
3,75,3,40,15,22,2007-07-27
3,75,4,40,14,27,2007-07-27
3,76,1,-40,0,12,2007-08-07
3,76,2,-40,0,14,2007-08-07
3,76,3,-40,1,19,2007-08-07
3,76,4,-40,1,28,2007-08-07
3,76,1,0,8,21,2007-08-07
3,76,2,0,12,22,2007-08-07
3,76,3,0,7,25,2007-08-07
3,76,4,0,1,28,2007-08-07
3,76,1,40,0,0,2007-08-07
3,76,2,40,7,17,2007-08-07
3,76,3,40,4,8,2007-08-07
3,76,4,40,0,0,2007-08-07
3,77,1,-40,4,42,2007-11-15
3,77,2,-40,17,52,2007-11-15
3,77,3,-40,3,47,2007-11-15
3,77,4,-40,3,55,2007-11-15
3,77,1,-20,0,0,2007-11-15
3,77,2,-20,0,0,2007-11-15
3,77,3,-20,0,0,2007-11-15
3,77,4,-20,0,1,2007-11-15
3,77,1,0,13,35,2007-11-15
3,77,2,0,31,59,2007-11-15
3,77,3,0,8,32,2007-11-15
3,77,4,0,11,36,2007-11-15
3,77,1,40,37,47,2007-11-15
3,77,2,40,23,48,2007-11-15
3,77,3,40,33,43,2007-11-15
3,77,4,40,25,38,2007-11-15
3,78,2,-40,9,20,2007-11-21
3,78,3,-40,6,21,2007-11-21
3,78,4,-40,0,0,2007-11-21
3,78,2,0,7,22,2007-11-21
3,78,3,0,18,23,2007-11-21
3,78,4,0,2,6,2007-11-21
3,78,2,40,20,25,2007-11-21
3,78,3,40,11,16,2007-11-21
3,78,4,40,0,0,2007-11-21
3,79,2,-40,7,31,2007-11-22
3,79,3,-40,0,0,2007-11-22
3,79,4,-40,1,23,2007-11-22
3,79,2,0,7,21,2007-11-22
3,79,3,0,0,0,2007-11-22
3,79,4,0,25,30,2007-11-22
3,79,2,40,21,25,2007-11-22
3,79,3,40,23,23,2007-11-22
3,79,4,40,17,24,2007-11-22
3,80,1,-125,0,0,2007-11-23
3,80,2,-125,0,0,2007-11-23
3,80,3,-125,0,0,2007-11-23
3,80,4,-125,0,8,2007-11-23
3,80,1,-40,4,19,2007-11-23
3,80,2,-40,0,56,2007-11-23
3,80,3,-40,8,41,2007-11-23
3,80,4,-40,1,31,2007-11-23
3,80,1,0,19,25,2007-11-23
3,80,2,0,12,45,2007-11-23
3,80,3,0,24,57,2007-11-23
3,80,4,0,11,34,2007-11-23
3,80,1,40,12,21,2007-11-23
3,80,2,40,18,37,2007-11-23
3,80,3,40,31,50,2007-11-23
3,80,4,40,19,37,2007-11-23
3,81,1,-40,1,29,2007-11-28
3,81,2,-40,4,50,2007-11-28
3,81,3,-40,3,25,2007-11-28
3,81,4,-40,0,20,2007-11-28
3,81,1,0,10,22,2007-11-28
3,81,2,0,11,59,2007-11-28
3,81,3,0,4,16,2007-11-28
3,81,4,0,6,32,2007-11-28
3,81,1,20,0,0,2007-11-28
3,81,2,20,0,0,2007-11-28
3,81,3,20,1,1,2007-11-28
3,81,4,20,0,0,2007-11-28
3,81,1,40,18,26,2007-11-28
3,81,2,40,21,44,2007-11-28
3,81,3,40,40,61,2007-11-28
3,81,4,40,14,24,2007-11-28
3,82,1,-40,0,27,2007-11-30
3,82,2,-40,2,22,2007-11-30
3,82,3,-40,1,29,2007-11-30
3,82,4,-40,2,32,2007-11-30
3,82,1,-20,0,0,2007-11-30
3,82,2,-20,0,0,2007-11-30
3,82,3,-20,0,1,2007-11-30
3,82,4,-20,0,0,2007-11-30
3,82,1,0,0,20,2007-11-30
3,82,2,0,2,22,2007-11-30
3,82,3,0,4,26,2007-11-30
3,82,4,0,3,22,2007-11-30
3,82,1,20,0,0,2007-11-30
3,82,2,20,0,1,2007-11-30
3,82,3,20,0,0,2007-11-30
3,82,4,20,0,0,2007-11-30
3,82,1,40,27,31,2007-11-30
3,82,2,40,20,22,2007-11-30
3,82,3,40,29,29,2007-11-30
3,82,4,40,27,28,2007-11-30
3,83,1,-40,0,20,2007-12-04
3,83,2,-40,0,36,2007-12-04
3,83,3,-40,0,23,2007-12-04
3,83,4,-40,1,30,2007-12-04
3,83,1,0,4,28,2007-12-04
3,83,2,0,4,35,2007-12-04
3,83,3,0,0,22,2007-12-04
3,83,4,0,5,36,2007-12-04
3,83,1,40,21,22,2007-12-04
3,83,2,40,27,33,2007-12-04
3,83,3,40,27,36,2007-12-04
3,83,4,40,22,27,2007-12-04
3,84,1,-40,0,21,2007-12-05
3,84,2,-40,1,46,2007-12-05
3,84,3,-40,3,30,2007-12-05
3,84,4,-40,10,48,2007-12-05
3,84,1,0,0,26,2007-12-05
3,84,2,0,6,47,2007-12-05
3,84,3,0,0,20,2007-12-05
3,84,4,0,8,45,2007-12-05
3,84,1,20,0,0,2007-12-05
3,84,2,20,0,1,2007-12-05
3,84,3,20,0,0,2007-12-05
3,84,4,20,0,0,2007-12-05
3,84,1,40,15,15,2007-12-05
3,84,2,40,29,44,2007-12-05
3,84,3,40,16,20,2007-12-05
3,84,4,40,36,41,2007-12-05
3,85,1,-50,1,30,2007-12-06
3,85,2,-50,0,6,2007-12-06
3,85,3,-50,0,34,2007-12-06
3,85,4,-50,0,32,2007-12-06
3,85,1,-40,0,0,2007-12-06
3,85,2,-40,0,21,2007-12-06
